tconst	averageRating	numVotes
tt8474902	8.0	7
tt0481056	8.4	7
tt0644898	6.9	22
tt0468996	4.8	1512
tt0728856	4.3	7
tt2477568	7.6	430
tt0066654	6.7	19
tt0126027	6.6	14
tt4933782	7.0	1075
tt2602338	4.2	187
tt6922972	5.8	394
tt1372632	4.7	9
tt0334950	5.6	19
tt1084137	8.0	6
tt0711555	7.5	41
tt2709726	8.0	446
tt3042804	6.3	9
tt3226488	1.1	14
tt0854529	5.5	8
tt2161209	8.3	41
tt6982648	4.9	95
tt2738178	7.3	30
tt2240925	8.7	7
tt3276282	8.3	443
tt5194798	8.6	7
tt0575379	7.7	29
tt1333848	6.5	35
tt5818096	7.2	5
tt1830402	5.1	158
tt0889671	7.4	972
tt0853533	7.9	13
tt0109200	6.9	15
tt0502137	6.6	11
tt0088968	6.5	106
tt7164688	8.6	128
tt0086334	4.9	56
tt6051310	7.2	9
tt0942051	7.8	13
tt1659291	6.9	46
tt0536376	8.1	49
tt0602409	8.0	144
tt1822383	6.3	95
tt0562674	8.4	10
tt6243298	8.0	7855
tt0728769	5.8	5
tt1663956	3.2	417
tt9399454	9.2	37
tt6713608	8.8	5
tt0190683	5.0	5
tt0280473	7.9	8
tt1562772	7.7	46
tt1395279	4.0	28
tt5555362	7.1	8
tt0883884	6.9	13
tt0105288	5.6	55
tt0544068	7.7	16
tt5455600	8.6	43
tt1606932	7.2	8
tt0128766	6.5	12
tt3728688	8.2	9
tt0145773	7.2	24
tt0358533	4.3	35
tt2223243	7.7	124
tt2769240	7.9	22
tt2611212	6.5	40
tt0066582	6.8	75
tt1576590	6.4	9
tt0105411	7.2	3875
tt1367238	6.0	22
tt0823101	7.6	5
tt1211295	8.1	28
tt0909957	7.8	9
tt1329021	7.1	88
tt7361776	6.4	26
tt0458430	8.6	79
tt1095417	7.8	56
tt3420978	5.5	11
tt3560706	9.1	8
tt4200876	7.8	5
tt1666665	8.2	65
tt0433425	7.7	1291
tt0050691	6.7	164
tt7521484	5.6	47
tt0341670	3.2	5
tt0288405	2.9	7
tt0570426	6.3	14
tt4192512	5.4	16
tt2492190	6.1	30
tt8090530	8.2	5
tt1853844	7.3	9
tt0968703	5.8	9
tt0048384	7.1	28
tt1409139	6.4	11
tt6571966	6.1	27
tt0994623	7.5	6
tt5053474	5.7	63
tt0239859	6.1	11
tt4223532	6.6	13
tt0081045	8.0	18
tt8737714	8.9	9
tt0233979	7.6	486
tt6978460	7.2	6
tt0843276	5.0	6
tt2187177	6.8	66
tt0412233	5.1	7
tt0597951	4.4	5
tt7651078	3.4	121
tt0284517	7.8	33
tt9695158	8.6	15
tt1023804	6.4	5
tt0748080	7.3	20
tt3110364	7.8	112
tt6114352	8.7	61
tt4791648	8.4	14
tt0899997	8.0	6
tt1961382	7.7	36
tt1740552	6.5	142
tt0340350	4.6	5
tt0583467	8.3	2894
tt1246758	7.6	172
tt1332402	7.8	10
tt0804507	5.1	8904
tt2072115	4.8	19
tt7899028	6.7	109
tt10313484	7.9	69
tt0258723	7.0	5
tt2259858	2.5	364
tt1105152	7.6	76
tt0937869	6.9	27
tt0052059	6.4	700
tt0084960	6.9	15
tt5922178	8.9	7
tt1380249	6.8	8
tt2460414	5.7	267
tt0878034	7.5	40
tt0849366	6.8	8
tt2397792	7.3	151
tt1186209	5.4	252
tt2282757	7.9	148
tt8862688	7.4	5
tt1540116	5.3	594
tt2357820	8.2	29
tt10863624	7.0	8
tt0514197	7.6	22
tt0319263	5.3	6
tt5831380	6.6	20
tt0694170	7.8	59
tt2908548	6.1	16
tt6233104	7.8	21
tt0288861	7.2	4539
tt0457194	6.0	160
tt0112929	6.6	624
tt0131334	7.1	11
tt0618141	7.6	378
tt7307284	6.7	10
tt0011265	5.3	7
tt1311588	5.8	6
tt0095505	6.0	10
tt1160790	6.9	148
tt1856802	8.7	26
tt7245958	7.1	8
tt1081935	6.9	6591
tt8706988	5.7	562
tt0276747	6.4	16
tt0805611	4.3	6
tt5925712	7.4	31
tt0743316	7.8	22
tt4460256	9.8	3102
tt0125643	6.9	29
tt9129196	9.7	6
tt0095781	5.8	484
tt1686786	6.1	17
tt1600236	8.2	324
tt5931676	9.3	14
tt1574847	6.8	8
tt1129956	7.8	20
tt1677789	7.9	8
tt1639890	8.3	6
tt2754930	6.3	9
tt0983190	5.0	17
tt0345447	5.0	9
tt0941664	7.4	31
tt1049301	8.3	6
tt8306146	6.7	47
tt2390301	6.0	245
tt11390088	8.0	9
tt6843784	7.9	65
tt3677742	8.1	1924
tt3691674	7.8	6
tt0558360	7.9	52
tt6336154	4.0	7
tt4453518	7.2	8
tt10427784	6.2	126
tt3902988	8.1	143
tt0502659	7.8	304
tt0256065	6.0	7
tt0019833	6.3	29
tt0100425	4.4	462
tt0081840	7.6	91
tt0189117	8.0	18
tt0337716	3.2	13
tt2143716	6.0	7
tt2786544	8.3	12
tt2829516	6.4	27
tt10579296	9.7	15
tt1408977	7.6	15
tt1414278	9.2	17
tt0305601	3.9	7
tt2520420	7.4	78
tt5553868	6.7	7
tt6121024	3.8	5
tt0819189	7.4	121
tt3705672	5.0	106
tt0487380	2.8	13
tt0137172	6.6	23
tt0076473	5.7	83
tt8741812	8.4	5
tt4641972	3.5	13
tt0085077	8.1	1252
tt1475535	7.5	15
tt10771530	1.2	290
tt0562950	7.9	321
tt1807038	8.4	8
tt5222032	9.2	5
tt0378603	7.4	22
tt0529683	7.3	50
tt2760540	9.7	33
tt1478277	2.5	104
tt0584226	7.0	164
tt0370506	1.1	14
tt0052710	4.4	19
tt0420372	8.4	95
tt0092847	4.8	288
tt0374850	4.7	56
tt9182968	7.8	5
tt7460050	9.1	38
tt0268077	7.3	1834
tt4662420	5.7	5546
tt0049854	6.4	173
tt1102953	6.9	16
tt1574850	6.6	10
tt1170798	7.5	318
tt0087825	6.4	72
tt6813058	5.4	18
tt0849915	7.0	258
tt10098264	8.5	8
tt1392777	8.7	325
tt8913898	9.8	11
tt0370350	1.7	31
tt0402660	2.6	13
tt3009714	7.9	431
tt6825430	7.4	14
tt0413502	5.7	10
tt1230366	6.8	41
tt1134087	7.9	7
tt6639886	4.7	83
tt0452253	7.2	8
tt0120645	4.1	2566
tt0923928	7.3	46
tt6069442	5.5	291
tt0140316	7.3	46
tt6777286	6.5	319
tt1752675	7.0	5
tt1266351	8.0	5
tt1954509	4.0	7
tt8493094	7.6	14
tt3761646	7.8	14
tt0613983	7.4	60
tt0183861	2.6	18
tt1858953	8.4	14
tt1594350	7.4	13
tt8933884	7.1	97
tt0110094	4.9	291
tt4808778	7.5	34
tt2958132	7.0	5
tt6544498	7.9	438
tt1299606	6.9	25
tt3149238	7.0	5
tt7516342	9.2	9
tt1792170	6.1	34
tt2906172	9.8	36
tt0439332	7.0	8
tt5876770	5.7	6
tt0739908	7.0	6
tt0221472	6.6	5
tt0445977	7.6	44
tt0308415	3.0	18
tt4385442	7.9	7
tt0169131	6.4	44
tt1336524	8.0	57
tt0211020	5.5	13
tt2355591	7.5	20
tt0171702	6.5	6
tt4069668	7.9	13
tt1123518	6.1	18
tt11033298	9.5	17
tt0123291	5.4	11
tt9408010	7.3	9
tt0070755	6.8	389
tt0876981	5.5	36
tt4615452	9.0	386
tt0058266	5.5	493
tt0394362	5.9	96
tt0769722	6.7	7
tt4267596	7.7	12
tt4124016	6.7	58
tt5559556	7.3	7
tt8170528	7.0	56
tt8370346	7.8	11
tt4289550	6.6	8
tt3628008	10.0	10
tt3438294	7.7	58
tt0720093	6.6	434
tt0114366	4.2	271
tt0930690	8.4	11
tt2225886	7.1	7
tt1897356	5.4	5
tt1477689	5.6	10
tt2815176	8.8	10
tt10981344	6.8	11
tt1999857	6.8	94
tt1457247	6.9	121
tt0745515	8.2	6
tt0861075	7.1	29
tt2385756	7.5	32
tt5283514	7.8	810
tt1810017	6.7	9
tt3253638	8.0	23
tt0910833	8.4	71
tt1061184	8.8	12
tt0760122	7.1	18
tt7006450	4.1	10
tt3646320	6.1	20
tt1575870	8.1	151
tt0669696	7.9	33
tt11166906	7.0	8
tt7298554	8.3	70
tt7238440	7.9	14
tt0468519	6.9	43
tt0336615	8.9	8
tt2825526	7.6	18
tt7116370	7.0	24
tt1304361	8.1	13
tt3253734	6.3	24
tt4016154	7.5	8
tt10593126	9.6	5
tt1724388	8.9	8
tt0462009	7.8	45
tt3575238	7.1	18
tt0215100	6.3	49
tt0095601	5.9	73
tt0525897	8.0	6
tt0917898	6.5	41
tt0367302	6.4	72
tt0786012	6.8	19
tt4568562	8.1	10
tt2014104	5.8	5
tt0094002	6.2	531
tt2404158	5.3	27
tt0083328	4.9	16
tt0322830	5.9	167
tt0854925	8.8	6
tt2093073	6.6	36
tt0247443	6.4	89
tt5720152	4.6	8
tt2331972	7.1	166
tt1057071	6.3	7
tt9076366	4.7	38
tt0050103	5.7	138
tt1685133	6.4	14
tt4794480	8.9	17
tt3837246	8.0	5463
tt1584708	4.4	68
tt0266847	8.5	24
tt2592018	5.8	21
tt2094990	5.9	205
tt0820971	7.0	704
tt1285401	7.6	10
tt1246347	9.4	5
tt10422834	8.8	8
tt5851246	7.6	5
tt4194588	7.9	211
tt3326016	4.8	24
tt5168236	7.8	372
tt1384179	5.0	7
tt5473090	5.5	1838
tt2058375	6.4	9
tt7148296	6.8	13
tt0107898	6.3	71
tt0106884	8.1	10
tt10655646	8.5	8
tt6445264	3.0	52
tt5533708	8.6	5
tt0041601	6.7	15
tt11327472	6.0	7
tt0073164	7.3	19
tt0989301	6.5	13
tt0298551	6.4	39
tt0120828	5.8	69942
tt0975090	8.3	26
tt3212514	7.3	11
tt0552648	6.4	13
tt0048291	6.5	2210
tt9882112	8.2	13
tt0374076	3.5	165
tt0629901	6.9	12
tt1921968	4.2	5
tt0623163	8.1	42
tt0179244	5.7	48
tt0866613	6.7	177
tt0055533	5.3	15
tt0189987	1.6	7
tt3864426	6.6	31
tt6423532	3.6	8
tt0286497	6.0	20
tt9900580	7.1	30
tt2024202	9.6	23
tt7958740	7.3	118
tt2225862	6.2	10
tt7938058	7.7	28
tt0038601	5.3	42
tt1852143	7.0	25
tt0851577	7.9	10416
tt5191528	5.7	7
tt2455548	7.8	38
tt0414969	7.3	29
tt4401006	5.3	1846
tt0747705	7.6	23
tt8777518	8.4	8
tt0054837	8.0	7
tt2553546	6.9	11
tt2350002	7.8	5
tt1772271	5.9	4627
tt0437442	6.2	6
tt0599397	6.0	5
tt0559236	7.4	48
tt0752355	7.6	31
tt1688220	9.0	12
tt0842913	8.8	14
tt0092610	6.6	42340
tt0374304	6.6	9
tt5330830	8.6	5
tt6562348	7.7	202
tt4570866	8.5	26
tt5458684	6.4	8
tt4846422	4.2	8
tt3672186	6.5	194
tt5259790	4.5	111
tt1174692	6.7	6
tt3099966	3.8	5
tt0309603	5.5	11
tt1815726	8.4	70
tt0932025	6.0	6
tt2846976	7.6	7
tt2271366	7.1	80
tt0854301	5.4	5
tt6277474	7.0	5
tt6315742	7.5	153
tt1185597	7.9	27
tt0128247	8.1	7
tt8370274	6.0	73
tt2403738	7.0	23
tt10248144	6.5	47
tt1439781	7.8	5
tt0940824	4.0	85
tt0614232	8.0	15
tt1382349	8.7	7
tt5094370	7.2	13
tt6424456	6.6	24
tt0686691	7.9	57
tt0619086	8.2	27
tt0355953	7.4	10
tt4438098	6.6	48
tt1003518	4.4	17
tt1214529	7.9	194
tt6616228	6.6	77
tt0183267	8.4	7
tt1201992	5.6	8
tt6803236	8.2	2050
tt1476300	8.3	14
tt0395313	5.0	125
tt4363956	8.0	5
tt0748959	7.2	17
tt1647348	4.6	7
tt4030026	5.8	21
tt0195273	7.1	8
tt0597585	8.2	109
tt0396930	7.0	5
tt0740910	7.1	46
tt1075482	9.0	7
tt8347414	8.6	28
tt5554840	8.5	32
tt7372756	7.4	5
tt2827710	7.9	21
tt8499046	8.6	31
tt0744222	8.6	5
tt0195837	5.3	17
tt1169829	8.1	42
tt1759362	7.1	132
tt0206019	6.7	6
tt1071990	8.0	9
tt0066252	6.5	32
tt5114218	6.8	18
tt0716019	5.5	6
tt0359715	5.7	3728
tt9179230	8.1	856
tt6370702	5.7	213
tt0805539	6.9	15
tt7866928	5.8	34
tt1728930	7.8	755
tt2827308	7.8	8
tt0527433	6.8	6
tt0096693	5.3	6
tt1171248	6.8	34
tt0770052	8.1	18
tt1579230	7.7	13
tt4701624	7.9	36
tt2732760	7.8	93
tt0147018	6.9	9
tt5518738	7.6	10
tt0995577	9.0	3256
tt8363758	8.3	15
tt0510372	6.9	96
tt2797038	6.9	7
tt0840993	6.0	5
tt4227480	8.7	73
tt0655020	7.4	10
tt0125973	6.0	27
tt9346486	7.0	32
tt4018944	7.6	133
tt0766134	7.5	48
tt0760689	9.0	9
tt0090969	6.4	141
tt1833144	7.1	10
tt2356869	7.6	10
tt0161340	7.2	5
tt9703840	9.0	199
tt0712776	6.1	7
tt0600057	8.4	14
tt0604788	7.4	14
tt1329666	7.2	1089
tt4062708	8.1	9
tt7203628	8.0	81
tt0050829	7.1	198
tt3841710	8.1	965
tt1208190	7.0	8
tt2825472	2.1	8
tt3674412	5.7	98
tt0471213	5.7	81
tt0441339	6.3	11
tt0119256	7.2	37905
tt5005072	9.0	5
tt0784200	7.2	12
tt4120698	8.6	2564
tt8993848	5.2	5
tt0716010	7.3	6
tt1239357	6.0	100
tt5719786	6.9	1393
tt0009015	5.2	60
tt0783528	3.6	186
tt6297046	6.8	13
tt2218698	6.4	57
tt4094592	8.5	14
tt8930578	6.3	6
tt1146717	8.6	247
tt2088807	6.7	11
tt5122774	6.5	8
tt0037887	6.0	11
tt2456538	8.3	21
tt0392832	6.8	64
tt0268101	5.9	17
tt5657776	6.4	335
tt5255248	6.6	13
tt0291066	4.1	154
tt0014673	6.6	7
tt7558618	7.8	750
tt6715690	7.2	89
tt6979618	8.4	5
tt4878138	7.4	10
tt4654422	6.9	541
tt0686946	5.6	19
tt7871416	1.5	8
tt2404203	7.1	9
tt0121086	6.5	10
tt10662390	5.9	48
tt0126096	4.5	30
tt1869105	4.9	8
tt1768200	5.1	22
tt5295424	5.8	42
tt0936198	8.7	3885
tt1801227	7.2	5
tt2009451	8.5	26
tt6227044	9.1	15
tt0502194	8.7	1030
tt0357585	4.6	4434
tt10816326	9.3	11
tt1697889	8.2	75
tt0746301	7.4	26
tt0007110	6.8	13
tt1192809	6.2	6
tt1239627	6.0	13
tt1943583	5.6	829
tt0826641	5.2	66
tt9889036	5.8	24
tt0386610	7.4	14
tt2069832	6.9	15
tt0645147	7.0	61
tt0580281	7.3	79
tt4142058	8.1	7
tt0197019	6.6	80
tt5724598	6.2	6
tt1869789	5.0	5
tt0540267	6.9	19
tt0808311	7.5	13
tt1279707	8.7	6
tt0910020	1.8	11
tt0500094	6.8	261
tt0051957	5.9	7
tt1333920	7.7	51
tt1468989	6.6	5
tt0818526	8.5	6
tt1424769	6.8	104
tt1868055	7.5	27
tt0632331	6.2	15
tt1169547	7.2	15
tt1460652	7.5	261
tt0964329	7.6	33
tt6239764	9.1	15
tt0521586	7.7	20
tt1174512	6.0	10
tt0849594	8.0	26
tt1640229	6.9	121
tt0314898	7.2	8
tt5479456	4.6	53
tt0067740	6.8	43
tt0651930	7.8	18
tt2723184	7.9	136
tt9035482	8.3	142
tt0861036	8.0	31
tt3281262	6.5	21
tt0056634	5.6	33
tt2185512	7.5	10
tt0296250	6.4	10
tt2415120	4.0	8
tt1213293	6.8	8
tt0295299	4.0	103
tt3364206	6.6	126
tt0437019	8.0	130
tt1283493	7.7	10
tt1631808	6.1	26
tt2374194	7.9	66
tt0066363	4.9	17
tt0840225	7.9	89
tt6984808	6.2	12
tt0143802	6.4	53
tt0597051	6.7	41
tt3593760	6.9	18
tt0541473	8.0	5
tt7661110	8.9	110
tt6416332	8.2	13
tt0171759	4.9	13
tt0829716	7.2	29
tt0162711	5.0	1382
tt7571758	8.0	28
tt0517632	7.1	537
tt0124287	7.1	12
tt2911080	7.5	79
tt1278447	6.4	252
tt2298225	8.1	121
tt8793826	7.6	5
tt2268603	8.3	7
tt4415124	6.8	16
tt7031818	9.2	6
tt0220230	3.2	6
tt7580980	8.1	7
tt3437964	6.0	6
tt7509460	7.7	189
tt0726831	6.7	6
tt1311699	6.0	3905
tt5462266	8.4	12
tt5215888	8.6	71
tt0894333	7.6	7
tt0855159	8.1	264
tt0342267	5.1	140
tt5582026	7.0	8
tt0165612	5.6	5
tt1549041	8.6	5
tt0951630	7.3	245
tt0176985	5.6	5
tt4918098	6.6	641
tt6688102	8.3	1356
tt2189814	7.9	42
tt0431640	7.1	81
tt2661396	8.0	5
tt1222698	5.2	739
tt2027136	5.9	6891
tt1129392	7.8	36
tt7917082	6.2	13
tt0030681	7.1	19
tt6069058	6.1	39
tt1220046	7.9	12
tt0795357	8.0	6
tt8290594	9.3	11
tt4575930	6.4	950
tt10738890	7.6	8
tt7633078	8.0	5
tt0135636	7.9	2015
tt0890922	7.8	14
tt1670787	6.9	55
tt7436386	8.3	9
tt6907810	8.3	18
tt0111390	6.9	267
tt2827668	8.0	38
tt8053024	5.2	5
tt10133646	7.8	73
tt3639492	5.9	10
tt6100150	7.6	10
tt0277656	6.7	175
tt5819830	7.7	17
tt4438680	7.4	14
tt1652118	5.3	21
tt0960471	5.5	107
tt3345300	6.9	49
tt2261325	6.3	12
tt0101142	7.0	25
tt0333309	5.3	11
tt0050673	5.5	28
tt6409378	8.6	14
tt1707369	6.8	11
tt0641844	8.7	9
tt0060846	7.5	40
tt1369401	8.2	65
tt5527612	6.5	238
tt1422750	6.0	24
tt1671450	4.6	119
tt0459663	6.1	50
tt0070731	5.4	751
tt6949054	5.1	19
tt0962715	7.9	29
tt1684740	6.0	15
tt0395535	5.7	29
tt9124192	9.8	6
tt4651812	7.9	750
tt2402646	5.9	24
tt0277476	5.3	7
tt4416612	7.3	10
tt0265194	6.0	20
tt4066266	6.3	6
tt9735232	5.0	24
tt1874631	6.4	21
tt0026529	7.5	5310
tt0089085	7.1	1122
tt2360415	8.3	916
tt1675137	7.8	427
tt0976299	8.5	35
tt3002220	6.1	7
tt6875266	6.3	85
tt0587031	7.8	6
tt1008270	6.5	6
tt2373600	6.3	140
tt0084540	6.7	843
tt3694110	7.0	227
tt7155178	5.9	199
tt1954089	7.6	15
tt0395106	6.5	12
tt0578208	7.7	40
tt2667750	8.7	170
tt4529340	8.4	139
tt1129662	8.1	10
tt7247968	4.8	6
tt4853910	3.1	209
tt0424437	7.4	117
tt9808354	8.2	8
tt3243456	8.2	5
tt0052236	6.0	20
tt1702038	7.5	20
tt0488535	6.1	1353
tt0002145	8.7	7
tt3635214	8.5	25
tt0676272	8.1	425
tt0557427	7.4	23
tt1219725	8.2	11
tt0795792	6.7	20
tt10588710	7.6	10
tt3199026	8.2	137
tt0179325	5.8	6
tt2119839	7.7	14
tt0065112	6.3	15646
tt0567090	8.2	59
tt1994553	8.5	11
tt0376494	7.2	234
tt3752220	5.1	446
tt1262775	3.0	9
tt0397245	6.9	70
tt6355420	7.7	58
tt0001386	4.6	8
tt0043902	6.8	87
tt3135540	7.6	9
tt0997044	6.8	9
tt4441200	7.0	11
tt6483304	7.9	14
tt0406977	6.1	5483
tt3344658	7.1	15
tt0683502	9.0	6
tt0513390	8.0	10
tt0155943	6.3	14
tt1263717	7.6	9
tt2332857	2.3	256
tt1559112	7.0	9
tt0367626	8.0	6
tt7645522	9.7	6
tt3495252	2.8	9
tt1226235	7.8	19
tt6329926	7.2	5
tt0063219	5.9	1050
tt0131541	6.7	26
tt2011695	6.4	5
tt3307854	5.3	16
tt10136748	5.9	13
tt2338635	7.8	13
tt6213988	7.6	71
tt7279144	6.0	7
tt5526448	8.0	315
tt3615000	7.8	8
tt3106224	7.6	5
tt0043260	6.3	46
tt0220335	5.4	73
tt0304458	5.2	28
tt10650924	6.3	616
tt1763001	8.0	6
tt1667313	7.5	6
tt1082853	5.8	16632
tt2367354	7.7	36
tt11064204	3.1	62
tt8559610	8.3	205
tt10365678	7.6	5
tt1589250	7.5	6
tt7441876	6.0	202
tt0952170	6.8	5
tt10925718	7.4	17
tt2051595	6.2	19
tt3909156	8.5	8
tt5389642	6.6	74
tt8420932	9.5	46
tt6544294	8.9	24
tt1409679	8.0	35
tt9586294	7.5	1201
tt6186394	7.7	16
tt0770778	3.9	456
tt0335334	5.6	5
tt1344786	9.1	8
tt0272553	3.0	6
tt7122928	7.6	21
tt0444369	6.4	5
tt1855590	7.2	12
tt0302250	8.0	300
tt0609588	7.8	6
tt1616889	6.7	25
tt0096486	5.2	8168
tt0002523	5.6	71
tt1351986	8.3	9
tt0683106	7.6	27
tt5078860	8.1	196
tt0575361	8.3	29
tt6701068	6.9	15
tt0743955	8.3	71
tt0304722	4.0	1466
tt0438210	8.4	5
tt3095016	8.9	17
tt0077898	6.7	256
tt6763066	7.0	7
tt0977472	8.9	14
tt5086438	6.3	155
tt1584687	7.4	11
tt1282635	7.9	9
tt0514068	7.6	190
tt0093099	6.2	94
tt8300626	8.4	7
tt6063400	8.1	29
tt4270866	6.9	8
tt8911852	9.3	7
tt5133364	8.0	48
tt5543698	6.6	41
tt6216718	4.8	197
tt1977381	4.6	14
tt8824768	7.1	29
tt0551601	7.1	8
tt1642101	8.5	11
tt1678968	5.8	6
tt1425732	8.0	13
tt0511731	8.1	14
tt1475409	9.2	6
tt3721692	6.9	10
tt7549108	5.5	6
tt3269358	6.8	22
tt0060939	5.1	30
tt1394322	6.0	79
tt0147246	5.4	12
tt3314568	6.2	8
tt0490389	7.8	12
tt0512856	7.7	1399
tt0062673	6.0	2821
tt2461626	7.7	26
tt3878982	7.3	12
tt9180274	8.2	51
tt1260585	6.4	39
tt0053307	5.7	75
tt9077482	7.1	2196
tt2116860	8.8	8
tt0699366	7.3	7
tt0536742	7.3	33
tt6416764	6.2	50
tt2069877	3.4	21
tt0160074	8.2	6
tt9121954	6.3	146
tt1276371	6.8	12
tt1727787	4.8	161
tt4824042	5.8	20
tt0060225	5.0	20
tt10436328	7.7	9
tt1264110	4.4	37
tt4148838	4.5	19
tt0314658	7.9	385
tt2124732	7.2	6
tt4624224	6.7	9
tt1717149	5.7	41
tt0261801	6.9	44
tt1910703	6.5	6
tt5753530	6.0	26
tt0793914	7.0	8
tt0349170	7.0	8
tt5365786	8.9	2355
tt0462591	3.3	183
tt8463622	6.6	18
tt0615003	8.1	39
tt0401616	3.3	6
tt8523652	8.3	23
tt4419420	7.9	8
tt0036315	4.2	9
tt1976949	8.6	14
tt0458178	6.8	505
tt0406158	7.3	6843
tt2061714	4.2	5
tt2265948	6.4	5
tt0348258	6.5	332
tt1710624	3.8	5
tt0979863	6.0	7
tt1825401	8.9	13
tt1789932	8.4	8
tt2350452	6.6	53
tt0282105	4.5	12
tt0158079	8.2	5
tt1508994	6.9	10
tt0952746	6.9	34
tt1307880	7.0	9
tt0295695	8.4	63
tt0546867	7.4	14
tt3395118	6.9	18
tt0508398	8.0	37
tt0400599	6.0	23
tt3124320	7.6	5
tt1468416	5.2	15
tt10898004	7.8	5
tt0244944	7.5	45
tt1337574	9.2	33
tt6737050	6.6	8
tt0401727	4.8	16
tt0618162	8.5	439
tt0782538	9.3	70
tt1451649	7.4	141
tt0134862	5.2	302
tt2086830	6.7	1236
tt4947672	6.6	83
tt0485904	7.0	13
tt2848746	3.8	6
tt0167325	6.2	24
tt3647148	5.9	8
tt0062496	5.6	186
tt0348048	6.7	53
tt1203663	7.4	7
tt3136962	6.5	27
tt0159039	7.2	93
tt2709090	5.6	10
tt0558027	7.7	24
tt5524774	7.6	5
tt1688067	5.5	31
tt2214690	4.4	19
tt1533729	6.9	9
tt0131859	5.4	9
tt5345164	6.7	7
tt4265376	8.0	334
tt0717231	7.3	26
tt5997484	9.0	6
tt4177494	8.6	28
tt8593984	8.0	147
tt10016814	7.6	309
tt1462794	6.8	89
tt0801870	5.2	25
tt0397143	6.1	14
tt6116824	5.8	18
tt2203704	7.2	5
tt0248964	6.7	152
tt3176100	6.9	8
tt0374877	8.6	10
tt0125931	7.2	15
tt5973364	4.6	1438
tt0430953	7.8	8
tt4830786	7.2	3475
tt1535103	6.4	513
tt0102498	5.6	17
tt1735737	7.7	16
tt1278027	5.7	895
tt3387762	6.7	6
tt2828370	7.4	11
tt0114504	7.4	60
tt1436565	5.6	13
tt3837180	6.0	517
tt2254722	8.6	1551
tt0489510	8.0	6
tt10285170	7.6	38
tt1427586	8.7	1145
tt6750172	8.4	8
tt0143757	6.1	18
tt6528094	6.6	9
tt4429194	5.8	6892
tt0906930	6.6	7
tt6081928	7.4	57
tt7349926	9.2	5
tt1926963	8.5	15
tt1234515	7.0	127
tt3013320	7.3	162
tt0584178	7.2	178
tt1174890	7.0	20
tt0321864	7.4	9
tt1908804	5.8	5
tt0472938	8.0	22
tt0726909	6.3	6
tt0272664	4.9	10
tt1066866	7.2	25
tt1264245	7.4	5
tt8004826	4.4	9
tt0293991	7.6	168
tt0588105	7.3	109
tt2166462	9.2	6
tt0922368	8.0	7
tt6396082	5.6	198
tt6642028	9.0	1470
tt0441000	7.4	194
tt7524382	7.3	972
tt0985776	9.3	7
tt1157805	8.8	127
tt0368112	7.4	13
tt0024141	5.9	86
tt5061790	6.6	5
tt1416732	8.5	31
tt8586370	7.8	15
tt0697671	8.1	1483
tt0113871	6.1	77
tt1591476	6.2	6
tt5587006	7.6	7
tt2622078	9.6	9
tt0231204	5.7	13
tt0146052	7.4	5
tt6203026	6.6	588
tt0070377	7.9	53
tt1043340	7.2	86
tt0598959	8.4	14
tt0230745	6.3	643
tt1420044	6.4	5
tt0618987	8.5	46
tt5795242	6.9	10
tt3169650	6.6	8
tt0941640	7.4	12
tt0013590	7.8	95
tt7118596	6.1	446
tt1632831	7.1	19
tt3021606	5.6	79
tt0664197	9.1	9
tt0056598	3.7	22
tt0696558	8.2	714
tt11573928	8.0	31
tt0417924	9.3	7
tt0397554	7.2	89
tt0075576	5.6	56
tt2440194	4.0	7
tt4519680	5.6	74
tt5797906	4.3	213
tt0727485	7.2	8
tt2024238	8.9	7
tt2388984	3.6	8
tt1426230	6.9	8
tt8325376	6.1	41
tt0648678	8.4	46
tt3866874	5.1	15
tt5897560	8.3	6
tt0865314	6.3	6
tt3463266	8.3	9
tt9005788	8.3	67
tt2046078	7.2	33
tt0155175	5.0	23
tt1070586	6.8	11
tt0804492	1.9	35706
tt0041922	6.9	111
tt1144809	6.3	224
tt0148632	6.5	25
tt0636408	7.4	11
tt0096492	7.4	685
tt0138474	4.0	352
tt0428037	8.4	5
tt1235475	9.0	6
tt0282315	7.6	1480
tt0094365	7.6	58
tt1065771	4.2	9
tt0557319	8.0	45
tt0431154	6.6	171
tt3662664	6.2	5
tt1256445	7.5	47
tt1289316	9.3	51
tt1635648	7.4	134
tt1559421	8.7	23
tt0094617	8.2	10
tt0338589	6.7	18
tt7248034	6.9	7
tt0026193	5.7	50
tt1937340	5.8	332
tt5045938	7.9	7
tt0435507	6.7	200
tt2147154	8.6	5
tt3026742	6.5	13
tt0298722	6.8	6
tt4354290	7.7	37
tt0618729	6.4	14
tt1329885	7.5	6
tt1596345	7.0	36699
tt2092158	7.7	54
tt2330295	8.0	5
tt3916932	7.7	6
tt0568164	7.8	216
tt7686820	7.4	12
tt0005682	5.4	52
tt2822070	3.7	22
tt1138482	6.8	1515
tt5289670	7.0	14
tt0609354	8.3	167
tt1773132	4.6	59
tt6038428	7.6	7
tt2515692	7.7	227
tt0506853	8.0	76
tt0910482	7.3	160
tt5264254	8.0	8
tt6728614	7.8	5
tt8153470	8.5	825
tt0064494	5.4	1351
tt0987714	9.5	4694
tt0047616	6.2	29
tt0784341	7.6	36
tt0105531	7.1	655
tt7433956	9.4	21
tt2098767	6.0	7
