tconst	averageRating	numVotes
tt0618174	8.4	345
tt0888426	7.0	8
tt0998799	8.0	53
tt10225032	7.8	6
tt1305828	6.5	19
tt0906606	4.9	22
tt4905534	8.4	8
tt8881558	8.4	5
tt0657288	7.9	195
tt0841032	4.5	2799
tt0116355	3.9	38
tt2896890	3.4	5
tt0161913	4.8	6
tt0114138	5.5	8
tt7748212	8.4	18
tt0247992	5.0	2733
tt0398871	6.7	19
tt1236399	5.9	34
tt0012675	6.4	2981
tt0068271	4.1	1604
tt0782433	7.7	505
tt0090303	7.1	94
tt1240038	8.3	29
tt0035739	3.8	11
tt0527748	7.0	5
tt3903894	7.7	9
tt0504948	6.1	70
tt0681174	8.1	342
tt2265561	4.8	28
tt0477597	8.5	22
tt0821352	8.1	139
tt2703396	8.5	8
tt0052722	7.2	6475
tt1348632	7.8	33
tt10333614	7.2	8
tt3184212	4.6	48
tt1408089	6.6	125
tt2101302	6.9	142
tt0286953	4.1	127
tt1380675	7.4	5
tt1254093	7.2	5
tt1692798	8.1	868
tt2402301	8.6	5947
tt0653406	8.3	29
tt0057561	7.0	10
tt0245841	2.9	8
tt1982694	8.8	5
tt0507384	7.2	24
tt8894770	5.9	9
tt5791648	8.0	5
tt0598461	7.7	13
tt0934338	6.2	47
tt0783348	6.6	89
tt0688806	8.2	374
tt0803853	6.9	25
tt3993894	6.3	5374
tt0262830	4.8	59
tt3320928	6.5	14
tt1854327	5.8	6
tt0756411	7.7	21
tt0390984	8.4	20
tt2354583	7.6	8
tt1303215	6.0	166
tt4453560	5.6	27
tt6830716	2.4	246
tt0393198	7.6	16
tt0070998	7.4	95
tt0457812	7.5	10
tt8950426	7.3	98
tt1201143	5.8	87
tt4538796	8.9	14
tt0125619	8.0	11
tt0580419	7.3	14
tt4109010	4.6	7
tt0894228	7.7	13
tt0149187	6.3	40
tt0264633	9.2	8
tt0732777	9.1	27
tt0649872	8.2	23
tt0627009	4.6	7
tt1787073	6.4	270
tt6056488	8.5	6
tt4725246	10.0	6
tt0402060	5.7	29
tt6778270	7.4	76
tt0244860	4.6	60
tt2983434	7.0	17
tt9075724	8.5	28
tt0758235	6.9	55
tt0476349	7.0	5
tt1504707	8.3	16
tt8160070	8.9	4975
tt1390404	5.7	81
tt6489154	8.5	132
tt1254387	8.4	7
tt0283503	6.3	5370
tt0206757	6.8	44
tt0419406	7.3	42
tt4471488	7.4	265
tt3214680	7.4	5
tt0271332	8.2	10
tt4241970	8.0	6
tt2112381	7.9	140
tt6179044	8.3	31
tt0036393	7.0	49
tt0890376	7.3	6
tt0597105	7.8	19
tt3985512	6.2	5
tt6395518	8.2	12
tt3345222	7.8	9
tt3962124	6.3	22
tt2423022	8.4	5
tt1166928	8.0	9
tt1214934	7.0	41
tt8500060	6.8	835
tt0486066	6.9	18
tt2987508	5.9	47
tt6387598	6.6	7
tt0377496	6.0	41
tt0074664	7.8	1074
tt0431535	6.2	25
tt0100767	5.4	51
tt10910340	6.6	26
tt0120537	4.0	284
tt1389657	7.4	14
tt0840273	7.0	8
tt5864254	6.2	9
tt3179568	6.7	28947
tt7636774	8.3	12
tt0278409	6.2	32
tt0578412	7.4	43
tt0322032	5.8	12
tt0043773	3.9	16
tt3066954	6.4	158
tt11107074	8.2	105
tt1523979	7.1	210
tt0492891	6.8	43
tt6227188	8.1	166
tt1945887	8.0	570
tt0313440	4.7	6
tt5756584	8.6	10
tt1653516	5.4	40
tt0502812	8.0	443
tt2243985	7.8	30
tt3069522	7.0	42
tt0096636	4.6	1672
tt0500163	7.3	1163
tt1479951	6.1	305
tt10369884	7.2	20
tt0075993	7.1	1057
tt2177349	6.2	24
tt0882711	7.8	21
tt4060176	7.6	8
tt3909186	8.9	7
tt6849382	7.2	26
tt0286563	6.4	11
tt1214109	7.8	20
tt0391662	6.4	8
tt10217550	7.3	999
tt0726690	4.9	8
tt7926502	4.5	13
tt1067076	4.9	65
tt0417582	7.7	12
tt0805371	6.4	7
tt3817494	3.2	93
tt5231236	4.1	96
tt3471120	7.9	348
tt1874838	7.6	91
tt0722904	7.2	56
tt7605628	5.8	16
tt0143136	6.3	35
tt0148851	7.0	6
tt0496047	8.6	18
tt0032463	6.8	98
tt0248544	5.1	15
tt1488555	6.3	159217
tt5298946	6.5	20
tt1431066	6.7	15
tt0098952	7.5	11
tt1670253	9.0	81
tt1047603	6.2	5
tt0125709	6.4	27
tt1497753	8.6	15
tt2333250	9.3	11
tt3120354	6.9	7
tt6560350	8.5	6
tt6605410	7.2	6
tt0210672	4.9	24
tt0131424	7.4	443
tt7584568	7.9	48
tt1601745	6.0	5
tt0274791	7.2	19
tt0852483	7.8	356
tt0114255	8.2	33
tt9389440	8.7	199
tt0561519	8.2	18
tt0155340	6.7	20
tt0876138	6.6	9
tt0325815	6.4	7
tt0039729	5.9	25
tt1355220	7.6	10
tt5276278	6.8	29
tt1591038	6.6	23
tt2585160	7.0	707
tt0989298	6.5	25
tt4119738	7.9	14
tt4331358	7.2	6
tt4796634	6.4	1320
tt7134208	8.2	5
tt0274683	4.8	17
tt1336866	5.4	5
tt2642424	7.9	17
tt0028176	5.6	152
tt0283071	5.4	19
tt1973541	8.0	6
tt1329108	6.3	30
tt5476150	8.6	593
tt0089445	6.8	6
tt0313359	7.9	26
tt6080830	4.0	8
tt0078351	6.6	702
tt3920670	7.6	7
tt2664390	8.4	5
tt1317666	7.4	36
tt10063680	7.7	45
tt5928844	7.9	15
tt0678957	6.7	7
tt0029028	5.0	273
tt0529647	8.0	41
tt8947804	7.2	33
tt1617366	8.9	1479
tt0183768	4.8	36
tt1821783	8.0	5
tt2159211	6.5	13
tt2364114	5.7	557
tt0257088	6.5	501
tt0295647	6.6	38
tt5586262	7.3	28
tt0061452	5.2	25709
tt1338891	6.7	9
tt3044448	5.9	143
tt0094260	6.2	109
tt2023680	7.2	5
tt0539481	8.0	463
tt3384510	6.0	42
tt3188862	8.1	16
tt2075172	5.4	564
tt0264321	6.9	15
tt0702810	9.1	43
tt0256104	7.8	19
tt0346602	8.1	11
tt4028406	8.5	6
tt4743072	6.8	25
tt7593856	7.3	9
tt1621296	6.0	7
tt1532490	6.7	10
tt8695078	9.1	265
tt1007352	7.2	5
tt0377772	6.1	153
tt0853149	8.2	8
tt0792930	7.3	14
tt0724287	7.4	5
tt0073083	7.8	82
tt0203646	5.1	345
tt2116974	6.4	2443
tt0274728	4.7	483
tt1028571	7.8	456
tt1391469	3.7	945
tt2499822	8.0	12
tt0884961	8.2	6
tt1932822	8.2	6
tt0659061	5.9	13
tt6014080	6.1	141
tt5977018	5.5	6
tt1034379	6.1	10
tt2361525	6.6	5
tt1297338	7.7	21
tt0663906	9.0	441
tt0050988	6.7	7
tt1303305	7.7	78
tt3492084	7.8	84
tt1324512	6.3	6
tt0114717	4.7	607
tt5239468	5.6	7
tt0014175	5.9	16
tt0467388	6.4	16
tt8345560	4.4	24
tt0173463	7.1	12
tt3997326	7.3	45
tt0253143	7.7	3546
tt5741890	8.3	123
tt0110226	7.3	10
tt7078678	6.4	25
tt5020168	6.3	10
tt8462056	7.2	66
tt4841382	6.9	9
tt0180732	8.3	6
tt3204042	8.6	17
tt5095822	6.4	7
tt1705095	6.9	15
tt0763329	8.0	25
tt0684243	6.4	24
tt7107754	7.0	22
tt0708972	6.3	1025
tt2475546	7.6	5
tt1752123	7.0	5
tt8140036	7.7	111
tt0833025	9.1	8
tt0064143	4.3	9
tt0256680	7.2	6
tt0398412	7.3	556
tt2557782	6.6	37
tt4122468	5.7	645
tt1459614	8.5	23
tt2349699	8.7	7
tt0705294	9.1	2865
tt1636359	8.9	1541
tt5079970	6.8	5
tt5888038	5.6	7
tt2638968	4.6	17
tt6441316	8.0	512
tt0021636	6.3	872
tt2390622	6.5	6
tt6700804	5.2	163
tt2789850	5.4	23
tt4743114	7.9	25
tt4974480	7.1	8
tt4332114	4.6	2590
tt0305217	6.0	20
tt2502306	6.6	16
tt9614542	8.5	84
tt5040808	7.5	73
tt0068307	7.1	357
tt1843146	8.0	7
tt4325280	7.8	9
tt0720231	5.9	16
tt0205206	7.4	18
tt6819172	5.3	58
tt0510909	8.0	11
tt0128724	4.8	68
tt0093696	6.9	299
tt3454602	7.1	8
tt3968112	8.4	641
tt5590402	7.5	168
tt11280714	9.2	8
tt1022463	8.1	9
tt7367824	6.0	29
tt0953820	6.8	9
tt0310224	6.6	319
tt0437904	8.0	7
tt1663593	6.1	10
tt0415647	5.5	6
tt0454716	7.2	6
tt0181740	5.6	13
tt5131924	8.5	25
tt0058296	6.1	178
tt4586184	7.4	5
tt4394034	4.0	167
tt2631684	7.0	11
tt6227476	7.9	8
tt0949302	4.8	6
tt0397230	5.9	87
tt6381766	7.9	101
tt0526248	6.9	19
tt9654496	5.2	16
tt4203726	6.9	10
tt0126876	3.7	9
tt0778005	4.2	40
tt0956349	8.7	13
tt0533487	7.2	2665
tt0650976	8.3	438
tt0832266	7.1	149611
tt8791774	7.3	10
tt1677693	5.6	14
tt11268870	7.9	20
tt1194408	7.1	10
tt0746241	7.2	8
tt4922322	7.3	12
tt0348432	6.4	54
tt0053919	6.0	15
tt2272245	7.8	64
tt0011979	6.8	454
tt0291939	7.0	34
tt1124892	5.9	15
tt8670160	8.5	31
tt4622826	8.1	13
tt6276304	8.1	30
tt9168802	5.9	19
tt0767124	7.9	30
tt1834614	6.6	35
tt2017020	5.3	35547
tt5695936	3.9	198
tt0597768	5.2	5
tt0142386	6.5	19
tt4464006	9.5	2708
tt1586262	6.3	20
tt10544640	8.1	20
tt0746976	7.1	14
tt0154767	6.8	62
tt1325025	5.2	48
tt0355836	3.7	441
tt1744863	8.2	23
tt5223028	8.4	7
tt0565059	7.8	30
tt0037803	6.4	330
tt1640970	6.8	13
tt1512837	7.9	39
tt8333704	6.6	5
tt1877727	6.8	8
tt10054932	6.6	5
tt7671988	6.3	7
tt0498678	8.0	918
tt11274624	7.0	7
tt0123219	5.9	21
tt0519168	8.3	18
tt5324944	6.7	16
tt3473658	5.9	10
tt1262955	5.7	65
tt6298780	3.9	4841
tt0038976	6.1	445
tt2737932	9.2	5
tt0348063	6.7	11
tt4851972	8.7	250
tt0868095	8.2	626
tt7755256	5.6	7
tt0275637	4.7	22
tt0404979	6.5	14
tt0748941	6.3	6
tt4553670	3.5	45
tt0829806	7.8	8
tt11223420	7.5	33
tt2708484	7.8	8
tt0819705	6.6	9
tt0329013	7.5	11
tt10474530	5.9	9
tt1015752	7.6	23
tt3819462	7.4	24
tt0298095	6.6	120
tt0249510	8.8	3751
tt1173366	8.5	6
tt0729066	6.9	7
tt0564435	7.1	30
tt0760203	7.8	48
tt0101178	7.5	19870
tt10204770	3.8	9
tt8325136	8.9	30
tt0601881	6.3	18
tt0220605	6.5	17
tt2929206	8.0	6
tt0085536	4.8	97
tt7665694	7.4	10
tt8541772	6.0	8
tt0062265	5.7	269
tt2485338	7.3	6
tt11269530	2.7	10
tt2910510	8.4	30
tt0355581	6.3	149
tt0782223	6.9	213
tt2091963	7.3	35
tt1847544	3.3	7
tt0217365	8.8	11
tt3511482	8.0	152
tt6002914	5.6	5
tt2433570	6.6	697
tt0360006	7.5	11
tt0216309	7.4	37
tt2847942	7.0	17
tt4477266	7.4	8
tt0488859	7.3	107
tt9174418	7.2	8
tt11344038	7.6	31
tt2459526	8.2	547
tt0537612	6.6	11
tt5485432	9.1	17
tt0023487	6.2	17
tt9021358	7.3	12
tt7373758	6.4	9
tt6259486	7.9	9
tt0246189	7.8	11
tt3443904	5.4	34
tt6792982	8.1	106
tt0914868	6.5	6
tt0184815	7.3	86
tt0698760	3.3	31
tt7375612	8.7	6
tt0165813	7.4	34
tt0793746	8.0	6
tt0598296	7.2	6
tt6791638	6.3	339
tt0962304	7.0	6
tt1642920	8.0	6
tt0164040	7.6	10
tt2008554	5.9	27
tt1419402	2.5	6
tt0594075	7.5	76
tt8922922	7.8	709
tt7925644	6.0	5
tt0690249	7.4	209
tt1423875	6.4	7
tt1072125	6.2	20
tt2359650	4.7	20
tt0718614	6.9	12
tt0303402	8.0	1313
tt0743583	7.9	52
tt4932678	9.0	5
tt0510780	7.0	5
tt0602295	7.8	90
tt1304730	5.1	11
tt5525782	8.2	38
tt5053168	8.0	187
tt5037904	4.7	6
tt0623751	5.2	5
tt0868752	4.8	10
tt0065613	4.5	31
tt2345211	6.7	6
tt2314278	7.3	6
tt1232211	6.8	34
tt0135222	5.4	5
tt1273689	5.7	20
tt0391995	7.4	7
tt0313005	7.3	19
tt7036624	5.4	5
tt3954288	4.5	340
tt1846758	6.6	10
tt9527044	3.8	72
tt0258825	7.6	9
tt9290224	5.9	12
tt0485082	4.7	6
tt1869888	8.8	6
tt2900550	7.3	6
tt1785288	5.4	1489
tt1400319	7.7	39
tt0077457	6.9	21
tt5266498	8.0	34
tt6189280	7.0	34
tt0403650	6.1	147
tt2657262	7.3	16356
tt5349574	7.2	9
tt2239767	7.7	36
tt0125394	6.9	257
tt4772076	6.4	8
tt1316700	6.4	24
tt0220467	9.0	5
tt0423720	8.7	9
tt1557153	7.4	7
tt0339933	8.5	13
tt0026424	7.6	1126
tt0955974	8.6	5
tt9264112	5.3	6
tt3966942	7.4	1294
tt1370871	6.6	135
tt2764620	8.3	518
tt0074613	5.8	60
tt1373205	7.7	7
tt0104628	6.9	7
tt2061330	8.4	424
tt6991648	7.4	5
tt4588050	5.4	232
tt2445666	8.3	1030
tt5369212	5.4	10
tt5190364	2.6	10
tt10443414	1.2	8
tt2772924	5.8	6
tt10065750	5.4	17
tt0026082	6.8	161
tt6812992	8.2	330
tt5720908	5.8	14
tt5072350	5.0	362
tt0180933	8.5	489
tt2163210	7.8	579
tt7645804	5.4	19
tt0649866	8.1	67
tt8462878	6.6	32
tt0056250	7.6	48
tt0958146	8.0	5
tt3165114	7.1	11
tt6454018	7.6	18
tt3859872	4.8	170
tt0688149	6.1	11
tt0989613	6.7	6
tt0108432	6.8	8170
tt3384684	3.0	10
tt0609828	5.8	14
tt5547946	8.1	961
tt10682142	9.7	7
tt6315598	8.0	6
tt5475022	7.2	233
tt0723714	8.2	13
tt1912587	6.3	6
tt0598767	7.4	9
tt2341698	8.6	9
tt0363672	4.0	6
tt0092217	4.6	137
tt4511448	7.3	44
tt0131646	4.3	15827
tt1086975	7.4	12
tt0529497	7.5	46
tt4426074	4.6	5
tt0734427	7.7	14
tt0247092	7.4	28
tt0961857	7.8	14
tt0461628	5.5	22
tt0427644	7.8	13
tt0867708	7.8	62
tt0076794	6.7	147
tt5205112	7.5	16
tt0582654	8.1	42
tt5688370	9.5	6
tt4545402	8.3	70
tt0858435	6.4	20
tt8184928	8.0	9
tt2340456	8.0	28
tt3949650	6.8	400
tt2386290	5.7	9
tt3398322	7.5	6
tt0095031	7.4	61202
tt0182610	8.4	5
tt2208792	9.3	6
tt0057936	6.4	318
tt4585842	7.0	5
tt0445887	7.8	60
tt0246984	7.2	16
tt0470424	7.3	27
tt0294576	8.3	379
tt0129501	5.7	48
tt0165357	5.4	55
tt1664730	9.1	9
tt0217290	4.1	15
tt7360186	7.8	1259
tt4270440	6.4	7
tt0424827	4.2	6
tt1989690	8.3	21
tt0088425	4.3	10
tt0065139	7.5	27
tt6721600	8.8	9
tt1648686	7.6	23
tt2979858	6.7	6
tt0808683	7.8	52
tt3272316	7.9	89
tt0910449	6.8	85
tt1114395	6.6	48
tt6918070	6.6	42
tt10753692	7.2	8
tt8714836	6.2	35
tt0033843	5.4	26
tt0222180	5.6	29
tt0675690	7.8	12
tt0751176	7.8	1944
tt0075693	7.1	22
tt3579114	6.2	8
tt1715241	8.0	9
tt0249048	5.5	8
tt6821554	6.0	35
tt1723047	5.1	1154
tt0921462	7.9	9
tt2745936	7.1	9
tt5056744	7.3	625
tt0186108	6.2	26
tt1552740	7.4	8
tt5960596	8.2	140
tt5526958	6.2	5
tt2814372	5.6	739
tt3427176	7.9	183
tt3844392	5.8	5
tt2230482	7.0	14
tt0156345	7.2	94
tt2085549	7.6	12
tt0217164	6.6	11
tt0056220	6.0	479
tt3706290	8.2	32
tt0704976	6.4	17
tt1107855	7.6	32
tt5743888	2.5	253
tt5502766	6.1	3221
tt1053327	4.7	6
tt0066492	3.9	2138
tt0430596	5.7	37
tt7144978	7.7	7
tt2022528	4.6	7
tt6908992	4.4	64
tt0472269	5.8	255
tt2203173	7.8	152
tt4650666	5.4	5
tt0836163	8.4	97
tt7873840	7.5	26
tt0127920	5.6	141
tt1718910	6.0	8
tt9853870	8.0	5
tt3105366	4.8	20
tt7422682	7.8	193
tt1352742	6.8	9
tt0110304	5.2	5
tt0357348	7.9	126
tt2801316	5.8	52
tt2999742	6.3	10
tt0028683	7.4	6887
tt4850322	5.0	6
tt0935109	7.8	32
tt5465200	6.5	19
tt1627110	7.4	47
tt0414513	6.7	660
tt1477047	5.3	48
tt0534432	7.4	58
tt0853554	7.0	16
tt0624660	8.1	13
tt6218452	3.8	13
tt1696365	8.7	13
tt2504730	5.8	5
tt3684924	7.9	25
tt0391104	5.7	424
tt0701499	7.1	7
tt0199956	7.2	30
tt1094685	6.1	17
tt0492036	5.7	11
tt0247485	6.3	6
tt1249488	7.4	5
tt1080015	7.9	24
tt1936836	7.5	33
tt0225579	4.8	6
tt0135426	5.6	25
tt1097097	5.3	12
tt3693438	7.2	124
tt2012091	8.2	8
tt0404940	4.9	132
tt0368127	8.5	11
tt0425706	3.5	15
tt0838425	7.8	6
tt3678180	5.4	21
tt0066636	6.7	2380
tt0122106	6.2	19
tt0543894	6.6	16
tt8697346	7.3	44
tt7736554	8.4	17
tt0528510	8.2	25
tt1920987	6.7	48
tt0456396	7.5	16874
tt0071304	3.8	38
tt4832274	7.7	7699
tt2564796	7.8	138
tt0701283	7.8	1437
tt1870383	5.7	58
tt0912600	4.8	12
tt1508358	7.1	44
tt4793268	7.9	30
tt2394213	6.4	7
tt2083494	7.2	18
tt0676317	5.6	17
tt0066528	6.1	285
tt0708543	7.9	1138
tt0543399	7.1	7
tt3791856	4.3	23
tt0107190	5.2	33
tt2392380	6.9	10
tt0986340	8.3	882
tt5928430	4.7	6
tt5897134	8.2	6
tt7393096	9.9	8
tt1950438	6.7	21
tt0555432	4.3	6
tt0796305	3.2	192
tt0028302	7.1	63
tt3025026	7.2	13
tt1348317	6.0	5
tt1758486	8.0	12
tt0556533	9.3	7
tt5215510	8.0	13
tt6489136	8.3	130
tt1001094	7.4	53
tt0826470	6.5	33
tt10913646	10.0	20
tt0181113	6.2	56
tt5794132	6.1	7
tt0111936	6.8	374
tt0153438	8.6	10
tt1252011	8.5	6
tt6581440	6.5	1231
tt0357882	5.9	7
tt0190521	5.1	355
tt0031113	6.1	163
tt0758202	7.2	20
tt1034358	1.8	55
tt0019734	6.7	39
tt0829320	9.1	9
tt7621408	9.4	5
tt0511719	7.2	12
tt0246564	5.2	64
tt1487916	6.8	200
tt0100044	7.7	2197
tt6047362	7.8	5
tt8421202	6.3	384
tt0944310	7.8	1237
tt0125328	6.2	37
tt0415065	9.4	7
tt2646480	7.8	8
tt0301560	5.1	60
tt4672356	6.1	17
tt3152286	7.6	267
tt7797460	6.5	6
tt5793514	6.4	5
tt1837704	7.9	11
tt1461675	6.5	13
tt1302546	8.5	343
tt0120351	7.9	31
tt0642381	7.8	347
tt0873594	9.7	6
tt1773657	7.7	6
tt4758672	10.0	6
tt5771356	7.9	316
tt1817199	7.0	12
tt0463113	5.8	5
tt1664910	7.8	5
tt0463857	7.5	104
tt2089182	6.0	5
tt3120828	7.9	19
tt2394555	8.3	145
tt1210032	5.4	7
tt0636429	7.7	15
tt0255906	8.4	38
tt3447462	7.5	10
tt0648729	7.6	37
tt0801345	7.7	68
tt3895284	8.8	6448
tt0819105	8.3	19
tt5925784	6.8	5
tt0912537	7.3	32
tt3976068	4.7	111
tt8855884	8.5	8
tt3951072	6.6	5
tt1832652	7.2	10
tt6609892	7.1	9
tt6385672	5.1	10
tt0345333	4.6	16
tt7595944	8.7	69
tt0710106	7.7	40
tt4591188	5.6	11
tt4557096	7.6	5
tt3978216	7.7	7
tt4527186	8.1	8
tt0053076	6.2	20
tt1731858	7.0	8
tt0387510	4.3	7
tt2112285	7.2	65
tt8433694	9.3	14
tt1553397	4.8	17
tt0262470	7.4	7
tt0416142	6.2	17
tt1301328	7.4	5
tt2105835	7.6	21
tt6945958	7.7	6
tt5715832	5.6	279
tt1248444	7.4	650
tt0201270	5.3	215
tt7087636	6.5	22
tt0760380	6.9	9
tt2187543	5.7	6
tt0212646	6.9	12
tt4286136	8.8	8
tt3985290	8.2	5
tt2397321	5.6	5
tt3846108	6.8	6
tt0372315	5.3	6
tt0133467	4.6	16
tt0261492	5.6	722
tt2602032	7.9	10
tt8358202	6.0	6
tt1853019	6.4	5
tt5285704	5.5	11
tt0212298	6.9	91
tt0021159	5.7	41
tt6937666	6.1	19
tt2170755	3.6	5
tt0674769	8.0	31
tt4283094	9.9	127676
tt0856362	7.7	88
tt0857022	6.2	18
tt5062072	4.8	104
tt1843269	6.5	11
tt1048572	5.0	6
tt7018000	7.5	11
tt0337704	8.0	27
tt1667868	7.1	12
tt3213726	7.3	632
tt6614812	9.2	5
tt8732590	6.1	51
tt0838038	7.7	10
tt3728802	8.8	5
tt0245727	6.9	8
tt1522452	7.0	6
tt0707001	7.6	92
tt5332624	7.0	5
tt1182699	7.4	8
tt8126446	7.9	37
tt1430619	6.5	614
tt8331676	7.8	121
tt6064642	7.4	169
tt0666615	7.3	11
tt8707402	7.5	44
tt2044446	6.9	27
tt1824816	6.4	16
tt1292346	8.0	5
tt4236858	7.6	5
tt1174542	8.0	23
tt0155559	6.0	6
tt6726070	6.6	240
tt0060753	2.6	6069
tt1287876	4.3	156
tt8580928	9.6	27
tt0106326	6.4	40
tt2927016	7.8	5
tt0179649	7.2	27
tt0084036	4.6	767
tt0624207	8.4	68
tt1462560	8.2	5
tt1738047	8.1	8
tt4162866	8.1	9
tt0076077	6.8	8
tt0197412	5.6	24
tt0743544	7.6	49
tt1843932	5.0	8
tt2383956	6.8	9
tt0206694	6.7	43
tt3675594	7.0	6
tt2328030	6.7	9
tt5523166	4.6	5
tt2042076	6.0	24
tt0615966	6.0	10
tt2658984	4.3	37
tt2439684	8.0	250
tt0644517	8.7	65
tt0574920	7.8	8
tt2393826	7.7	14
tt0071088	8.2	19
tt1856148	6.5	29
tt0541800	6.8	13
tt2266887	6.2	12
tt0705933	8.1	1748
tt0503454	7.9	25
tt0576936	7.6	1313
tt1301505	8.8	5
tt1618275	7.1	39
tt6993442	6.4	18
tt5650738	5.4	8
tt2607552	7.2	6
tt1111542	8.0	8
tt0279105	5.2	20
tt1603839	7.7	6
tt2057355	5.9	7
tt0512427	7.0	111
tt6776392	5.8	6
tt4212246	5.5	19
tt0642837	7.2	143
tt0686940	7.3	20
tt4966020	6.8	140
tt6185740	8.9	18
tt0593496	6.6	5
tt10990272	6.7	13
tt0715452	7.5	30
tt1477170	7.7	6
tt5165878	8.2	945
tt0302667	2.2	9
tt0280809	7.6	16
tt0185853	6.8	1713
tt0078450	7.2	292
tt8765788	5.6	9
tt5588560	7.0	7
tt1726665	5.7	6
tt0171618	6.9	9
tt0017010	6.5	54
tt6898654	8.8	12
tt0277485	7.3	18
tt1294230	7.6	54
tt7679176	9.3	6
tt2168400	8.7	10
tt4699026	8.7	7
tt4517988	8.0	28
tt0022659	6.2	180
tt8791450	7.5	17
tt0504207	6.0	158
tt3356064	5.1	19
tt10662042	8.2	49
tt0502161	8.6	1276
tt5525014	3.9	68
tt7891906	7.2	8
tt4944090	7.5	368
tt1723761	7.2	6
tt2585592	5.4	5
tt0348264	6.4	18
tt1985832	8.6	181
tt8091652	3.5	396
tt1327701	4.6	3024
tt10515642	7.6	17
tt1791504	8.0	4549
tt0064983	7.0	149
tt0508512	7.9	76
tt9154666	7.3	422
tt0793866	8.1	236
tt7592254	6.8	154
tt6605416	8.2	5
tt1511835	6.8	5
tt7091578	8.4	5
tt1481262	6.0	6
tt0250308	5.7	23
tt0255021	4.5	10
tt2498118	7.7	37
tt8306032	8.4	33
tt1549017	6.3	18
tt5906944	6.9	18
tt7107526	7.0	5
tt0316869	6.0	20
tt0171183	6.4	28
tt0031068	6.1	122
tt1393878	6.2	44
tt0410097	7.3	37487
tt0275241	5.5	6
tt8110630	7.2	767
tt6014326	8.9	1384
tt4006278	7.4	34
tt6849364	7.8	8
tt3579168	5.6	54
tt0755046	7.4	5
tt0280836	9.2	6
tt0057192	5.2	48
tt7927894	6.9	7
tt0789564	9.0	22
tt4917828	7.8	13
tt0219426	6.3	16
tt1549476	8.0	22
tt5498578	7.1	7
tt5833108	2.9	7
tt1268073	9.1	39
tt1413192	7.7	6
tt1228830	2.8	5
tt1227204	6.6	7
tt1603482	7.6	15
tt1690356	7.1	29
tt1343727	7.1	240513
tt0750261	8.3	96
tt7176076	9.3	20
tt3477732	2.5	550
tt0849957	7.2	32
tt0183879	5.4	35
tt0094047	5.9	228
tt6015754	8.1	8
tt0757674	5.2	29
tt1260381	8.0	619
tt3272226	6.5	43
tt6137566	7.8	11
tt7316800	8.0	8
tt3215094	7.6	9
tt0609078	7.4	141
tt0172173	5.1	10
tt9915910	9.2	93
tt3963348	1.7	96
tt1299366	6.2	323
tt1095615	9.5	12
tt0603501	6.6	117
tt5749846	8.0	7
tt4106994	7.8	6
tt0509859	8.4	98
tt2486534	7.6	9
tt0196766	4.3	12
tt1886534	7.5	11
tt1044077	7.0	6
tt1125860	7.3	47
tt6738858	6.6	48
tt1623359	7.1	18
tt2355521	7.8	72
tt0871646	6.5	8
tt1151909	8.0	5
tt0321671	6.9	7
tt0230690	4.2	40
tt1044443	7.5	62
tt0177782	6.3	42
tt0648716	8.0	40
tt0158999	5.0	18
tt1423319	8.3	30
tt0275981	4.9	10
tt5354628	6.3	14
tt0388841	6.4	5
tt1310264	7.2	5
tt0395783	8.9	23
tt1401941	5.1	9
tt0177668	6.1	185
tt0106796	4.5	173
tt0445409	5.5	64
tt0699347	6.8	12
tt0068441	7.4	2330
tt2245448	7.4	211
tt0673271	8.2	122
tt2282594	8.6	7
tt7431894	6.2	1030
tt0174719	5.8	90
tt1398428	4.7	5521
tt1308296	5.4	8
tt0707354	5.8	9
tt6984312	7.5	11
tt0666398	7.2	5
tt0817301	6.3	6
tt2097743	6.5	13
tt0532262	7.6	80
tt7164066	6.7	337
tt0742631	8.5	84
tt2578508	6.0	11317
tt0038951	6.5	33
tt1318049	7.6	76
tt0426788	7.4	94
tt5357790	8.3	19
tt7018578	8.5	8
tt0747086	7.4	82
tt4695608	6.2	5
tt0034883	5.5	82
tt0267077	5.9	25
tt0507851	7.0	123
tt0449945	8.3	41
tt0691295	6.1	47
tt3215168	5.0	381
tt2148710	8.0	66
tt0204560	5.7	9
tt0722780	6.8	9
tt3887480	4.8	6
tt0430370	6.2	124
tt0101387	5.6	13
tt4416830	7.5	53
tt0263321	6.5	186
tt7140906	8.6	5
tt2327273	6.4	30
tt1407041	3.2	44
tt1350215	7.1	27
tt2372174	5.6	10
tt7536000	5.8	54
tt0937241	4.7	15
tt0185597	6.0	11
tt9900654	5.8	18
tt0701258	7.1	1108
tt1971437	5.4	35
tt0497609	8.3	6
tt0214271	6.8	12
tt1729496	7.2	6
tt0713714	9.0	5
tt11244500	7.3	7
tt8246076	8.0	125
tt0072242	4.9	15
tt6687300	7.7	9
tt0890525	7.0	9
tt0897407	6.9	7
tt0825749	6.7	147
tt0097604	3.7	25
tt1620959	6.8	5
tt1728605	6.4	8
tt0443462	6.0	5
tt4197548	6.7	11
tt0822551	8.5	37
tt1185872	8.6	1089
tt6632712	8.2	6
tt7748886	9.1	17
tt0022661	5.9	21
tt0248402	4.2	9
tt6734040	7.2	8
tt5779830	5.7	149
